,name,strasse_nr,bezirk,lat,lng,types,delivery,franchise,food_type,price_lvl,nr_ratings,rating,angebot
151,LANDHAUS HUBERTUS,Invalidensiedlung 46,Reinickendorf,52.6554967,13.2840397,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Moderate,468,4.3,"Deutsche Küche, Speisen außer Haus"
542,Der Gaideck,Heinsestraße 53,Reinickendorf,52.6192752,13.3045812,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['sushi'],Moderate,354,4.6,Sushibar und Fischwaren
1161,China Restaurant Schatzkammer,Heinsestraße 42,Reinickendorf,52.6182013,13.3059826,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['chinesisch'],Unknown,461,4.3,Chinesische Küche mit Liebe gekocht
203,Ristorante Da Mastrangelo,Hermsdorfer Damm 179,Hermsdorfer Damm,52.6197853,13.3038352,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta', 'salat']",Moderate,191,4.3,"Pizza,Pasta,Salate und Antipasti"
255,Ristorante Donna Francesca,Alt-Tegel 15,Reinickendorf,52.58896569999999,13.280824,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['italienisch', 'pizza', 'pasta']",Moderate,380,4.4,Italienisches Restaurant mit Speisen  Antipasti/Pizza/Pasta/ Fisch/Fleisch/Vino/
1044,FISHERMANS Restaurant,Eisenhammerweg 20,Reinickendorf,52.5852238,13.2767388,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Expensive,553,4.3,"Fischers Fritz fischt frische Fische… und bringt sie dann direkt ins FISHERMANS!  Das FISHERMANS  ist – wie der Name es schon sagt – DAS Fischrestaurant in Berlin. Hier erweisen sich brave Fische immer wieder als wahre Verwandlungskünstler, die ihre Fans – und alle, die es werden"
1221,China Restaurant Lucky Chinese,Alt-Tegel 29,Reinickendorf,52.5883064,13.2785967,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,391,4.0,Abhol und Lieferservice vom 12 bis 20 Uhr
344,Schmeckt,Waidmannsluster Damm 50,Reinickendorf,52.59800509999999,13.2980119,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['deutsch', 'burger']",Moderate,134,4.5,Deutsche Küche undBurger aus der separaten Grillhütte
76,Atma indische Küche,Räuschstraße 57A,Reinickendorf,52.5833972,13.3013655,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['indisch'],Inexpensive,171,4.7,Indische Küche
301,Beyzade Restaurant,Klosterstraße 10,Spandau,52.53165849999999,13.1970119,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['orientalisch'],Moderate,287,4.4,Türkische und orientalische Spezialitäten
51,Leckerschmecker Catering,Staakener Straße 53-63,Spandau,52.5370176,13.1659918,"['food', 'point_of_interest', 'establishment']",True,False,"['suppe', 'salat']",Unknown,4,5.0,"Breakfast Boxen, Lunchboxen, Snackboxen, Food Catering, Vorspeisen, Hauptgänge, Desserts, Suppen, Salate, Snacks"
218,Dolci&Salati,Seegefelderstraße 83,Spandau,52.5378355,13.1852876,"['bakery', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['kuchen', 'italienisch']",Unknown,88,4.6,"Event torten, Kuchen, italienische Desserts"
59,The Pizza Club,Seegefelderstraße 75,Spandau,52.5375988,13.1863511,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'burger', 'pasta', 'salat']",Moderate,430,4.6,"Steinofenpizza, Burger, Pasta, Salate und Wraps"
532,Il Vagabondo,Falkenhagener Straße 38,Spandau,52.5474495,13.1967027,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta']",Inexpensive,243,4.3,"Pizza, Pasta...."
72,Brauhaus in Spandau,Neuendorfer Straße 1,Spandau,52.54071709999999,13.2066122,"['lodging', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",False,False,[],Moderate,1192,4.3,Hausgebrautes Bier
34,Partyservice Dilg,Niederneuendorfer Allee 1,Spandau,52.565383,13.2100071,"['food', 'point_of_interest', 'store', 'establishment']",True,False,['deutsch'],Unknown,34,4.7,Deutsche Küche
1002,Ekmek,Goltzstraße 48,Spandau,52.5638983,13.2148585,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",True,False,[],Unknown,6,4.3,"frische Brötchen, Croissant's, Donut's, Café sorten und kalte Getränke,"
332,Grillhaus BAHA,Falkenseer Chaussee 196A,Spandau,52.5511932,13.1636916,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'burger']",Unknown,9,3.7,"Gönner, Pizza, Falafel, Burger sowie Getränke"
249,Dioklecijan Split,Pionierstraße 51,Spandau,52.5516245,13.1844561,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['international'],Moderate,540,4.3,Kroatische Küche und internationale Speisen vom Holzkohlegrill
298,Trattoria da Francesco,Seegefelder Weg 230,Spandau,52.5421078,13.1660943,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta', 'suppe', 'salat']",Moderate,356,4.5,"Pizza, Pasta, Suppen, Salate, Fleisch, Fisch und mehr"
926,Heidekrug,Am Heideberg 14,Spandau,52.5415323,13.1469896,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,187,4.3,Kroatisches Restaurant
63,Evergreen,Magistratsweg 31,Spandau,52.5233333,13.1613889,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['chinesisch'],Moderate,342,4.4,Chinesische Küche
73,Il Nuouvo Arcino’s,Wilhelmstraße 89,Spandau,52.5107898,13.1716467,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['italienisch'],Moderate,406,4.4,Italienisches Küche
68,Barfly,Brüderstraße 47,Spandau,52.52417190000001,13.1932252,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['burger', 'salat', 'pasta']",Moderate,800,4.5,"Burger, Salate, Pasta uvm"
1133,Croacia-Eck,Pichelsdorfer Straße 107,Spandau,52.5248791,13.1970969,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,201,4.0,"Kroatische Küche zum zum bestellen, abholen und liefern."
1232,SATT UND SELIG,Carl-Schurz-Straße 47,Spandau,52.53826429999999,13.2044476,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['steak', 'burger', 'vegetarisch']",Moderate,1081,3.9,"Saftige Steaks, Schnitzel, Burger, Vegetarisches ... - und immer frische Zutaten"
711,Mischau Wurst - und Fleischwaren Werksverkauf,Wiesendamm 29-31,Spandau,52.52779330000001,13.2432723,"['grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",False,False,['salat'],Unknown,71,4.2,"Wurst-und Fleischwaren, Feinkostsalate, Grillfleisch, Currywurst, Rostbratwürste, Spare Ribs, Imbissbereich zum Mitnehmen"
46,Fadice,Havelstraße 2,Spandau,52.5385574,13.2062299,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Inexpensive,140,3.9,"Kumpir, Toasty,Hot Dogs,Wraps,u.v.m."
53,Café-Bar-Bistro Charlotte,Charlottenstraße 14a,Spandau,52.53725999999999,13.2022299,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['burger', 'pasta', 'vegetarisch']",Moderate,1176,4.3,"Burger, Pasta, Vegetarisch, Cocktails"
54,Restaurant*Bar MeilenStein,Am Juliusturm 104,Spandau,52.5396835,13.2061209,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['international', 'deutsch']",Moderate,557,4.0,internationale und deutsche Küche
231,Taverna Telonio,Möllentordamm 1,Spandau,52.53992,13.207448,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['griechisch'],Unknown,230,4.4,Griechisch
67,Eli Eis Manufaktur,Carl-Schurz-Straße 35,Spandau,52.5373616,13.2030691,"['food', 'point_of_interest', 'store', 'establishment']",True,False,['italienisch'],Moderate,197,4.6,"Eis, Torten, Italienische Spezialitäten"
25,FandBit,Gartenfelder Straße 28,Spandau,52.550729,13.243192,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Unknown,22,4.6,täglich neu inspiriert mit frischen Zutaten. Vorbestellung bis 13:00 Uhr den Vortag!!!
47,catering Aleppo Al Shahba,Dahrendorfzeile 12,Charlottenburg-Wilmersdorf,52.53557000000001,13.29168,"['food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'arabisch']",Unknown,23,5.0,"Pizza, Kubba, Arabisch Essen"
1131,Gezer Fleischmanufaktur Berlin GmbH,Riedemannweg 61 bis 63,Charlottenburg-Wilmersdorf,52.5460704,13.3158177,"['food', 'point_of_interest', 'store', 'establishment']",True,False,['burger'],Unknown,27,4.6,"Frische Hamburger Patties, port. Fleisch"
961,Restaurant Stammhaus,Rohrdamm 24 B,Spandau,52.5363903,13.2653005,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['deutsch', 'international']",Moderate,462,4.3,Deutsche & Internationale Küche
100,Piccolo Mondo,Reichsstraße 9,Charlottenburg-Wilmersdorf,52.51236249999999,13.2678946,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta']",Expensive,738,4.5,"Antipasti, Pizza, Pasta, Fisch, Fleisch, Dolce"
818,Joes Restaurant & Wirtshaus,Theodor-Heuss-Platz 10,Charlottenburg-Wilmersdorf,52.50991669999999,13.2708742,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,633,4.2,"Deutsche Küche, lecker und preiswert"
1188,Salumeria Via Vai Specialità Italiane,Reichsstraße 9,Charlottenburg-Wilmersdorf,52.5122727,13.2680045,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",False,False,"['italienisch', 'pasta']",Moderate,155,4.5,"Italienische Spezialitäten, hausgemachte Pasta, Fisch, Fleisch, Salumeria, große Weinauswahl"
936,Mahanakhon Thai Cuisine,Reichs Straße 3,Charlottenburg-Wilmersdorf,52.5107781,13.2706202,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['thai'],Unknown,74,4.4,Thailändische Küche
1027,BLOCK HOUSE Theodor-Heuss-Platz,Theodor-Heuss-Platz 12,Charlottenburg-Wilmersdorf,52.5096354,13.2707032,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,True,"['deutsch', 'steak']",Moderate,2008,4.3,In ganz Deutschland steht BLOCK HOUSE für zarte Steaks und frische Produkte.
767,Schumanns Marron,Kastanienallee 20,Charlottenburg-Wilmersdorf,52.5102802,13.2681232,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['regional'],Unknown,1,5.0,"Regionale, Frische Produkte mediterrane Küche"
86,Il Cardinale,Olympische Straße 2,Berlin,52.516426,13.259882,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['italienisch'],Expensive,243,4.1,Italienische Küche
129,Tiroler Stuben Berlin,Heerstraße 137,Charlottenburg-Wilmersdorf,52.50615140000001,13.2281171,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Unknown,37,4.5,Deutsche und österreichische Küche
114,Brot und Schokolade,Steifensandstraße 7,Charlottenburg-Wilmersdorf,52.50828260000001,13.2947143,"['cafe', 'food', 'point_of_interest', 'establishment']",False,False,"['suppe', 'kuchen']",Unknown,28,4.9,"Suppe, Quiche, Sandwich, Kuchen, Schokolade"
128,Engelbecken,Witzlebenstraße 31,Charlottenburg-Wilmersdorf,52.5085444,13.2939184,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,554,4.4,Alpenländische Küche
221,Andys Diner & Bar,Messedamm 10,Charlottenburg-Wilmersdorf,52.50696490000001,13.2800743,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,930,3.7,American Food
340,Lenhardt,Neue Kantstraße 7,Charlottenburg-Wilmersdorf,52.5068737,13.2915372,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['deutsch', 'russisch']",Unknown,20,4.9,Deutsche und russische Küche
1230,Restaurant Schlossgarten,Schloßstraße 64,Charlottenburg-Wilmersdorf,52.5175582,13.296834,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,640,4.5,Deutsche Küche und Wildspezialitäten
1239,Restaurant Die Eselin von A.,Schloßstraße 61,Charlottenburg-Wilmersdorf,52.5170603,13.2969352,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Unknown,102,4.6,"Deutsch-Mediterrane Küche z.B. Schnitzel, Konigsberger Klopse, Garnelen und Spargel."
646,Restaurant Al mundo,Horstweg 5,Charlottenburg-Wilmersdorf,52.5119222,13.2949111,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,323,4.8,Wir bieten seit 12 Jahren eine frisch zubereitete mediterrane Küche aus Leidenschaft an
200,Café Villa Oppenheim,Schloßstraße 55,Berlin,52.51604399999999,13.298204,"['cafe', 'park', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['kuchen', 'vegan', 'vegetarisch']",Unknown,165,4.2,"Hausgemachte Kuchen, heiße und kalte Getränke, herzhafte Gerichte (auch vegan und vegetarisch)"
259,Opera Italiana,Spandauerdamm 5,Charlottenburg-Wilmersdorf,52.5192768,13.2984429,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta']",Moderate,713,4.1,"Pizza,Pasta"
1083,Gutshaus Neukladow,Neukladower Allee 9 - 12,Spandau,52.4572571,13.1594247,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['kuchen', 'regional']",Moderate,250,3.7,"Genießen Sie direkt an der Havel unsere frische Auswahl an Kuchen, Torten, Snacks und regionalen Speisen, einer reichhaltigen Auswahl an Getränken"
1147,HAUS SANSSOUCI,Am Grossen Wannsee 60,Steglitz-Zehlendorf,52.43365120000001,13.1641046,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,397,4.4,Unsere Gourmetboxen zum zu Hause kochen.  Sie erhalten Ihr Gourmetmenü für 2 oder mehr Personen komplett fertig in gewohnter Restaurantqualität zubereitet.  Eine Anleitung für die problemlose Erwärmung liegt bei.
487,Wirtshaus Halali,Königstraße 24,Steglitz-Zehlendorf,52.4192416,13.1549266,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Unknown,112,4.1,Wir verwöhnen mit feiner österreichischer Küche und aktuell auch mit dem besten Beelitzer Spargel
1106,König 19 Feinkost,Königstraße 40,Steglitz-Zehlendorf,52.4177778,13.1455556,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Unknown,155,4.5,"Mediterrane Küche und Lebensmittel, Antipasti, Schinken, Käse und Wein"
10,Weinmagasin,Breisgauer Straße 11,Steglitz-Zehlendorf,52.43779,13.21607,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",False,False,['pasta'],Unknown,5,5.0,Weine und Pasta Abholung und Lieferung
745,Brisgavi,Breisgauer Straße 1-3,Steglitz-Zehlendorf,52.439223,13.2152807,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,28,4.2,Wir bieten verschiedene Familienessen mit Weinempfehlung
407,Adria Grill,Potsdamer Chaussee 36 d,Steglitz-Zehlendorf,52.4258774,13.2080047,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,446,4.6,Kroatische mittelmeerküche
143,Cafe Schlacht,Breisgauerstraße 2,Steglitz-Zehlendorf,52.4390684,13.2147587,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",True,False,[],Moderate,324,4.3,Schnitzel Express und weitere alpenländische Spezialitäten
688,Taverne Pikilia,Spanische Allee 72,Steglitz-Zehlendorf,52.43381590000001,13.2112928,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,492,4.6,Mediterrane Köstlichkeiten
212,Wirtshaus an der Rehwiese,Matterhornstraße 101,Steglitz-Zehlendorf,52.43428609999999,13.2034886,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Expensive,286,4.5,Wirtshaus mit gehobener Deutscher Küche
531,Wirtshaus Zehlendorfer Hof,Potsdamer Straße 25,Steglitz-Zehlendorf,52.4341278,13.2469301,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Moderate,517,4.6,Deutsche Küche
1190,Thai Cuisine Berlin Zehlendorf,Teltower Damm 49,Steglitz-Zehlendorf,52.429707,13.2599718,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['thai'],Moderate,322,4.7,"In unserem Restaurant ""Thai Cuisine"" dürfen Sie eine erlesene Vielfalt an köstlichen und vor allem authentisch zubereiteten Speisen genießen. Tauchen Sie ein in den Geschmack Thailands. Unser Familienbetrieb steht seit über 10 Jahren für Gaumenfreuden aus unserem Heimatland."
57,Casino Goerzwerk c/o farkas CATERING GmbH,Goerzallee 299,Steglitz-Zehlendorf,52.4126162,13.2782318,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Unknown,16,4.5,"Lunch, Tagesgericht"
1026,BLOCK HOUSE Zehlendorf,Teltower Damm 36,Steglitz-Zehlendorf,52.4314626,13.2586977,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,True,"['deutsch', 'steak']",Moderate,1180,4.4,In ganz Deutschland steht BLOCK HOUSE für zarte Steaks und frische Produkte.
862,Gustav Grün,Teltower Damm 33,Steglitz-Zehlendorf,52.4319438,13.2593326,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['vegan', 'vegetarisch', 'salat']",Unknown,53,4.9,Vegan Vegetarisches Bistro - Salatboxen und Rollen
354,Burgerzimmer XII,Berliner Straße 8A,Steglitz-Zehlendorf,52.4348125,13.2628302,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['burger'],Unknown,138,3.9,"Burger, Pommes, Nuggets, Hot Dogs, Softdrinks"
265,da YVONNE Trattoria Toscana,Hubertusallee 48,Charlottenburg-Wilmersdorf,52.4868651,13.2845172,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,443,4.4,"Pizzeria, Shop"
96,Gastronomie Hagn im TC 1899 Blau Weiss,Waldmeisterstraße 10 -20,Charlottenburg-Wilmersdorf,52.47642,13.27361,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['deutsch', 'italienisch']",Unknown,7,4.3,Deutsch-Italienische Küche
865,St.-Michaels-Restaurant,Bismarckallee 23,Charlottenburg-Wilmersdorf,52.48835,13.27725,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,60,4.2,Hausmannskost
178,BUONODORO,Königin Luise Straße 71,Steglitz-Zehlendorf,52.4590247,13.2830868,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta', 'salat']",Unknown,104,4.7,"Pizza,Pasta,Salate"
185,Machiavelli am Roseneck,Clayallee 1,Charlottenburg-Wilmersdorf,52.474813,13.27816,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta', 'salat']",Moderate,239,4.0,"Pizza,Pasta,Salate,Fleisch,Fisch,Desserts"
317,Amit ismailji,Clayallee 1,Charlottenburg-Wilmersdorf,52.474813,13.27816,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta', 'salat']",Moderate,239,4.0,"Pizza,Pasta,Salate,Fleisch,Fisch,Desserts"
1091,Domäne Dahlem,Königin-Luise-Straße 49,Steglitz-Zehlendorf,52.4583625,13.2889325,"['tourist_attraction', 'grocery_or_supermarket', 'museum', 'lodging', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['deutsch', 'regional']",Unknown,2278,4.3,"Deutsche Küche, regional, selbstgemacht, Farm to table, Bauernhof, Stadtgut"
1020,Alter Krug Dahlem,Königin-Luise-Straße 52,Steglitz-Zehlendorf,52.4578876,13.2882223,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,1296,4.1,Traditionelle feine deutsche Küche
149,Restaurant Pastis GmbH,Rüdesheimerstraße 9,Charlottenburg-Wilmersdorf,52.47251860000001,13.3147087,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['französisch'],Moderate,325,4.5,Französiche Küche
1120,Vale Un Peccato,Assmannshauser Straße 26,Charlottenburg-Wilmersdorf,52.47809059999999,13.3130915,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['italienisch'],Moderate,381,4.4,Feine Italienischen Speisen und Getränke
303,Trattoria La Passione,Hundekehle Straße 38,Charlottenburg-Wilmersdorf,52.4752465,13.2898065,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta', 'salat']",Moderate,78,4.4,"Pizza,Pasta,Salate"
135,Ristorante Marcone,Berkaer Straße,Charlottenburg-Wilmersdorf,52.4773065,13.2876159,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['italienisch'],Expensive,24,4.6,Italienische Küche
